loss,val_loss,dice,val_dice
0.32481011748313904,0.6379890441894531,0.5876697897911072,0.14733920991420746
0.10095128417015076,0.8889633417129517,0.8755452632904053,0.013759051449596882
0.06468567997217178,1.026800513267517,0.9219996929168701,0.004414679016917944
0.047935210168361664,1.085776448249817,0.9418909549713135,0.013164236210286617
0.03933533653616905,0.9750203490257263,0.952532172203064,0.14123350381851196
0.03491377830505371,0.7272194027900696,0.9577446579933167,0.3874804675579071
0.03210661560297012,0.2547070384025574,0.9614671468734741,0.7955141663551331
0.029111966490745544,0.13457328081130981,0.9648739099502563,0.883020281791687
0.02771981619298458,0.053936347365379333,0.9664985537528992,0.9480369091033936
0.025314094498753548,0.0362774133682251,0.9694586992263794,0.963154673576355
0.024768874049186707,0.04061250388622284,0.9702506065368652,0.9583666920661926
0.023247679695487022,0.026445085182785988,0.9721240997314453,0.9704983234405518
0.02261807955801487,0.029863564297556877,0.9730129241943359,0.9684246778488159
0.02186138555407524,0.03096952848136425,0.9737125635147095,0.9675754308700562
0.021234480664134026,0.02104787342250347,0.9746038317680359,0.9757406115531921
0.020979516208171844,0.023445338010787964,0.9749417901039124,0.9742573499679565
0.020603105425834656,0.02189481630921364,0.9753729701042175,0.9751441478729248
0.02028701640665531,0.021458951756358147,0.9755687713623047,0.9757359623908997
0.020168481394648552,0.022234905511140823,0.9758569002151489,0.9750957489013672
0.01973394677042961,0.021584386005997658,0.9764264822006226,0.9754844903945923
0.019433338195085526,0.0206894613802433,0.9766191244125366,0.9764156341552734
0.019413545727729797,0.02136818692088127,0.9767829775810242,0.9758831858634949
0.019505880773067474,0.020695049315690994,0.9766149520874023,0.9763854146003723
0.01921376958489418,0.020796330645680428,0.977040708065033,0.9762762188911438
0.01944325491786003,0.02090778574347496,0.9767481684684753,0.9762018322944641
0.021237259730696678,0.02680296264588833,0.9747025370597839,0.9717022776603699
0.020267631858587265,0.02092750184237957,0.9756221175193787,0.976499080657959
0.019576851278543472,0.01925583928823471,0.9764870405197144,0.9778829216957092
0.01899438351392746,0.02039380744099617,0.9772945642471313,0.9767175316810608
0.018226176500320435,0.01879306696355343,0.9781109094619751,0.9783774018287659
0.017850039526820183,0.01812327466905117,0.9786415696144104,0.9788501262664795
0.017711663618683815,0.020058315247297287,0.9787492156028748,0.9773802757263184
0.01765063963830471,0.018032416701316833,0.9787995219230652,0.978973925113678
0.016855115070939064,0.017844654619693756,0.979797899723053,0.9792115092277527
0.016805488616228104,0.01662992127239704,0.9798339009284973,0.9804974794387817
0.016553841531276703,0.01776336133480072,0.9800642728805542,0.9794074296951294
0.01635774038732052,0.019399888813495636,0.9803371429443359,0.9781931638717651
0.016029609367251396,0.01647534780204296,0.9807591438293457,0.9804309010505676
0.01624586433172226,0.017328811809420586,0.9804204106330872,0.9797589182853699
0.0157657191157341,0.016360534355044365,0.9809966683387756,0.9807827472686768
0.015477902255952358,0.01648198626935482,0.9813458323478699,0.9806345105171204
0.015484116040170193,0.016124341636896133,0.9813150763511658,0.9810314178466797
0.015398595482110977,0.015976980328559875,0.981491208076477,0.981164276599884
0.015217308886349201,0.015673628076910973,0.9816311597824097,0.9814505577087402
0.01511233951896429,0.015825552865862846,0.9817012548446655,0.981397271156311
0.01510615088045597,0.016468767076730728,0.9817860126495361,0.9807023406028748
0.015032145194709301,0.01597580686211586,0.9818959832191467,0.9811699986457825
0.014971429482102394,0.01599041558802128,0.9818915128707886,0.9811828136444092
0.014893636107444763,0.015907978639006615,0.9819896221160889,0.981299638748169
0.01505303755402565,0.015943318605422974,0.9817879796028137,0.9812601804733276
